	artist_id	artist	n_songs_played
983	983	Rupert Holmes	41
984	984	Rush	226
985	985	Rush Of Fools	46
986	986	Ryan Star	25
987	987	Sade	175
988	988	Saliva	68
989	989	Salomon Robles Y Sus Legendarios	29
990	990	Salvador	45
991	991	Sammy Hagar	38
992	992	Sammy Kershaw	22
993	993	Sanctus Real	382
994	994	Santana	284
995	995	Sara Bareilles	299
996	996	Sara Evans	320
997	997	Sarah McLachlan	96
998	998	Saul 'El Jaguar' Alarcon	22
999	999	Savage Garden	27
1000	1000	Saving Abel	136
1001	1001	Say Anything	21
1002	1002	Scars On 45	35
1003	1003	Scary Kids Scaring Kids	26
1004	1004	Scorpions	191
1005	1005	Seal	144
1006	1006	Seals & Crofts	44
1007	1007	Sean Garrett	103
1008	1008	Sean Kingston	164
1009	1009	Sean Paul	83
1010	1010	Seether	286
1011	1011	Selah	110
1012	1012	Selena	41
1013	1013	Serani	20
1014	1014	Sergio Vega	59
1015	1015	Sergio Vega 'El Shaka'	42
1016	1016	Seven Mary Three	68
1017	1017	Sevendust	20
1018	1018	Shaila Durcal	29
1019	1019	Shakira	340
1020	1020	Shania Twain	72
1021	1021	Shannon	19
1022	1022	Shekinah Glory Ministry	60
1023	1023	Shenandoah	20
1024	1024	Sheryl Crow	123
1025	1025	Shinedown	513
1026	1026	Sick Puppies	351
1027	1027	Sidewalk Prophets	175
1028	1028	Sie7e	80
1029	1029	Siggno	69
1030	1030	Silverchair	38
1031	1031	Silversun Pickups	69
1032	1032	Simple Minds	70
1033	1033	Sister Hazel	32
1034	1034	Sister Nancy	21
1035	1035	Sixpence None The Richer	49
1036	1036	Sixteen Cities	45
1037	1037	Sixx A.M.	104
1038	1038	Skid Row	87
1039	1039	Skillet	259
1040	1040	Slash	23
1041	1041	Slim Thug	29
1042	1042	Slipknot	203
1043	1043	Smash Mouth	37
1044	1044	Smashing Pumpkins	427
1045	1045	Snoop Dogg	124
1046	1046	Snow Patrol	61
1047	1047	Social Distortion	96
1048	1048	Socios Del Ritmo	44
1049	1049	Soft Cell	99
1050	1050	Solido	41
1051	1051	Sonicflood	99
1052	1052	Sophie B. Hawkins	28
1053	1053	Soul Smooth	31
1054	1054	Soulja Boy	62
1055	1055	Soundgarden	448
1056	1056	Spacehog	24
1057	1057	Spandau Ballet	41
1058	1058	Spencer Day	28
1059	1059	Spin Doctors	40
1060	1060	Sponge	26
1061	1061	Spyro Gyra	26
1062	1062	Stabbing Westward	32
1063	1063	Staind	228
1064	1064	Stealers Wheel	30
1065	1065	Steel Magnolia	136
1066	1066	Steel Pulse	87
1067	1067	Steely Dan	138
1068	1068	Stellar Kart	37
1069	1069	Stephen Stills	29
1070	1070	Steppenwolf	88
1071	1071	Steve Azar	52
1072	1072	Steve Cole	46
1073	1073	Steve Holy	162
1074	1074	Steve Oliver	92
1075	1075	Steve Perry	46
1076	1076	Steve Winwood	60
1077	1077	Steven Curtis Chapman	117
1078	1078	Stevie Nicks	106
1079	1079	Stevie Ray Vaughan & Double Trouble	110
1080	1080	Stevie Wonder	178
1081	1081	Sting	47
1082	1082	Stone Sour	454
1083	1083	Stone Temple Pilots	685
1084	1084	StorySid	23
1085	1085	Street Dogs	29
1086	1086	Styx	97
1087	1087	Sublime	251
1088	1088	Sugar Ray	62
1089	1089	Sugarland	718
1090	1090	Sunny Sweeney	200
1091	1091	Super Mer Ka 2	26
1092	1092	Superchic[K]	32
1093	1093	Supertramp	88
1094	1094	Switchfoot	340
1095	1095	System Of A Down	188
1096	1096	T-Pain	129
1097	1097	T. Rex	34
1098	1098	T.I.	338
1099	1099	TLC	47
1100	1100	TTYM	27
1101	1101	Taio Cruz	589
1102	1102	Talking Heads	39
1103	1103	Tank	26
1104	1104	Tanto Metro & Devonte	20
1105	1105	Tanya Stephens	25
1106	1106	Tarrus Riley	133
1107	1107	Taylor Swift	1105
1108	1108	Tears For Fears	43
1109	1109	Ted Nugent	60
1110	1110	Tejano Boys	22
1111	1111	Temple Of The Dog	76
1112	1112	Ten Feet	47
1113	1113	Tenth Avenue North	538
1114	1114	Terence Trent D'Arby	32
1115	1115	Terror Squad	20
1116	1116	Tesla	65
1117	1117	The 4 Seasons	38
1118	1118	The Afters	351
1119	1119	The Airborne Toxic Event	48
1120	1120	The All-American Rejects	69
1121	1121	The Allman Brothers Band	32
1122	1122	The Arcade Fire	42
1123	1123	The Art Of Noise	30
1124	1124	The Average White Band	24
1125	1125	The B-52s	20
1126	1126	The Band Perry	403
1127	1127	The Beach Boys	45
1128	1128	The Beastie Boys	289
1129	1129	The Beatles	105
1130	1130	The Bee Gees	48
1131	1131	The Bellamy Brothers	50
1132	1132	The Black Crowes	156
1133	1133	The Black Keys	334
1134	1134	The Calling	58
1135	1135	The Cardigans	25
1136	1136	The Cars	93
1137	1137	The Charlie Daniels Band	33
1138	1138	The Christian Angels	29
1139	1139	The City Harmonic	50
1140	1140	The Clash	70
1141	1141	The Commodores	35
1142	1142	The Cranberries	37
1143	1143	The Cult	50
1144	1144	The Cure	48
1145	1145	The Damned Things	36
1146	1146	The Decemberists	49
1147	1147	The Dirty Edge	88
1148	1148	The Doobie Brothers	187
1149	1149	The Doors	114
1150	1150	The Dream	50
1151	1151	The Eagles	376
1152	1152	The Edgar Winter Group	52
1153	1153	The Electric Light Orchestra	83
1154	1154	The Emotions	33
1155	1155	The Fray	195
1156	1156	The Fugees	44
1157	1157	The Game	22
1158	1158	The Gaslight Anthem	19
1159	1159	The Get Up Kids	77
1160	1160	The Gracious Few	62
1161	1161	The Green Band	126
1162	1162	The Greg Kihn Band	20
1163	1163	The Guess Who	59
1164	1164	The Hollies	40
1165	1165	The Human League	44
1166	1166	The J. Geils Band	36
1167	1167	The JaneDear Girls	150
1168	1168	The Jazzmasters	64
1169	1169	The Jeff Lorber Fusion	39
1170	1170	The Jimi Hendrix Experience	237
1171	1171	The Judds	20
1172	1172	The Killers	90
1173	1173	The Kinks	23
1174	1174	The Mana'o Company	22
1175	1175	The Matches	26
1176	1176	The Monkees	20
1177	1177	The Museum	53
1178	1178	The Newsboys	206
1179	1179	The Nitty Gritty Dirt Band	30
1180	1180	The Notorious B.I.G.	193
1181	1181	The Offspring	388
1182	1182	The Philippe Saisse Trio	22
1183	1183	The Police	279
1184	1184	The Pretenders	83
1185	1185	The Ramones	22
1186	1186	The Ramsey Lewis Trio	20
1187	1187	The Ready Set	20
1188	1188	The Red Hot Chili Peppers	768
1189	1189	The Rippingtons	55
1190	1190	The Rolling Stones	375
1191	1191	The Romantics	45
1192	1192	The Script	342
1193	1193	The Slackers	26
1194	1194	The Spinners	43
1195	1195	The Steve Miller Band	227
1196	1196	The Stray Cats	23
1197	1197	The Strokes	51
1198	1198	The Temper Trap	25
1199	1199	The Temptations	40
1200	1200	The Unseen	27
1201	1201	The Verve	28
1202	1202	The Wallflowers	28
1203	1203	The White Stripes	49
1204	1204	The Who	147
1205	1205	The Wonder Years	56
1206	1206	The Zombies	21
1207	1207	Theory Of A Deadman	67
1208	1208	Thin Lizzy	22
1209	1209	Third Day	624
1210	1210	Third Eye Blind	34
1211	1211	Thirty Seconds To Mars	196
1212	1212	Thompson Square	377
1213	1213	Three Days Grace	699
1214	1214	Three Plus	89
1215	1215	Tierra Cali	138
1216	1216	Tim Bowman	88
1217	1217	Tim McGraw	990
1218	1218	Tim McGraw & Gwyneth Paltrow	20
1219	1219	Tim Rogers & The Fellas	27
1220	1220	Timbaland	59
1221	1221	Tina Turner	47
1222	1222	Tinie Tempah	189
1223	1223	Tired Pony	32
1224	1224	Titanes De Durango	42
1225	1225	Tito 'El Bambino'	221
1226	1226	Toadies	61
1227	1227	Toby Keith	1094
1228	1228	Toby Mac	42
1229	1229	TobyMac	640
1230	1230	Todd Agnew	82
1231	1231	Tom Cochrane	42
1232	1232	Tom Petty	179
1233	1233	Tom Petty & The Heartbreakers	163
1234	1234	Tommy Tutone	39
1235	1235	Toni Braxton	22
1236	1236	Tonic	31
1237	1237	Tono Y Freddy	27
1238	1238	Tool	332
1239	1239	Toto	41
1240	1240	Trace Adkins	318
1241	1241	Tracy Byrd	103
1242	1242	Tracy Chapman	88
1243	1243	Tracy Lawrence	47
1244	1244	Train	588
1245	1245	Trans-Siberian Orchestra	20
1246	1246	Trapt	83
1247	1247	Travie McCoy	114
1248	1248	Travis Porter	92
1249	1249	Travis Tritt	49
1250	1250	Treal Lee & Prince Rick	22
1251	1251	Tree63	97
1252	1252	Trey Songz	931
1253	1253	Trin-I-Tee 	43
1254	1254	Trisha Yearwood	23
1255	1255	Troy Sneed	102
1256	1256	Twista	283
1257	1257	Twisted Sister	33
1258	1258	Tye Tribbett	88
1259	1259	U2	351
1260	1260	UB40	212
1261	1261	US3	28
1262	1262	Uncle Kracker	368
1263	1263	Unk	26
1264	1264	Usher	1180
1265	1265	VaShawn Mitchell	69
1266	1266	Vagon Chicano	52
1267	1267	Valentin Elizalde	21
1268	1268	Van Halen	668
1269	1269	Van Morrison	115
1270	1270	Vanessa Bell Armstrong	25
1271	1271	Vanessa Carlton	27
1272	1272	Vanessa Williams	23
1273	1273	Vertical Horizon	38
1274	1274	Vicente Fernandez	285
1275	1275	Vicente Garcia	28
1276	1276	Viento Y Sol	20
1277	1277	Violent Femmes	20
1278	1278	Violento	154
1279	1279	Voz De Mando	95
1280	1280	WEBN	87
1281	1281	Waka Flocka Flame	760
1282	1282	Walter Beasley	44
1283	1283	War	32
1284	1284	Warren Bernhardt	26
1285	1285	Warren Caldwell	21
1286	1286	Warren Hill	20
1287	1287	Warren Zevon	36
1288	1288	Waylon Jennings & Willie Nelson	21
1289	1289	Wayman Tisdale	41
1290	1290	We Came As Romans	30
1291	1291	Webbie	49
1292	1292	Weezer	172
1293	1293	Wences Romo	32
1294	1294	Wes Montgomery	22
1295	1295	Wess Morgan	78
1296	1296	Wham!	40
1297	1297	When In Rome	25
1298	1298	White Zombie	131
1299	1299	Whitesnake	70
1300	1300	Whitney Houston	21
1301	1301	Will.I.Am	121
1302	1302	William McDowell	60
1303	1303	Willie Nelson	20
1304	1304	Willow	120
1305	1305	Wilson Phillips	21
1306	1306	Wisin & Yandel	182
1307	1307	Wisin &amp; Yandel	19
1308	1308	Wiz Khalifa	929
1309	1309	YC	191
1310	1310	YG	96
1311	1311	Yes	23
1312	1312	Ying Yang Twins	26
1313	1313	Yo Gotti	33
1314	1314	Young Jeezy	29
1315	1315	Young Money	85
1316	1316	Young The Giant	105
1317	1317	Youngbloodz	21
1318	1318	Yung Joc	24
1319	1319	Yvonne Elliman	25
1320	1320	ZZ Top	264
1321	1321	Zac Brown	103
1322	1322	Zac Brown Band	903
1323	1323	Zacc Kekona	24
1324	1324	Zachary Breaux	22
1325	1325	Zion & Lennox	60
